5 69.05288696 4
5 -39.12348175 15
5 -97.73719788 1
5 -236.7445526 14
5 -479.9099731 11
6 -nan 14
6 -nan 15
6 999.9996948 6
6 875.0407104 16
6 853.8544922 13
6 795.9277954 3
6 -nan 11
6 -nan 0
6 751.7541504 18
6 674.4594116 8
6 658.0622559 5
6 640.4420166 10
6 609.9710083 7
6 509.9195251 9
6 411.4684448 17
6 115.8789062 12
6 39.20363998 2
6 -8.912921906 4
6 -18.24170113 1
7 999.9997559 7
7 667.6416626 16
7 649.3669434 3
7 625.8062744 13
7 609.9710083 6
7 526.2063599 8
7 522.250061 18
7 475.5900269 10
7 384.2978821 5
7 323.9287415 9
7 299.739563 17
7 197.262085 15
7 194.8926849 11
7 -0.9223243594 4
7 -7.979920864 1
7 -49.96085739 0
7 -66.38635254 2
7 -97.80535126 12
7 -269.0726624 14
8 1000.000122 8
8 854.0859375 16
8 836.3932495 13
8 -nan 0
8 674.4594727 6
8 -nan 14
8 -nan 15
8 673.0864258 3
8 597.182312 5
8 526.2063599 7
8 479.8564758 18
8 464.6097717 10
8 457.3756409 9
8 256.0579224 17
8 255.4062042 2
8 93.27920532 4
8 70.95809937 12
8 60.78071976 1
8 -nan 11
9 -nan 15
9 -nan 14
9 -nan 11
9 -nan 0
9 999.9998169 9
9 865.8277588 16
9 771.946228 13
9 509.9195251 6
9 492.3999329 18
9 489.7220764 5
9 457.3756409 8
9 432.0054626 3
9 323.9287415 7
9 264.2826233 10
9 161.8071136 12
9 103.3312607 17
9 78.08131409 4
9 -11.02855968 2
9 -94.5670166 1
10 1000.000183 10
10 833.2995605 16
10 757.8162231 13
10 -nan 14
10 -nan 15
10 640.4420166 6
10 591.6518555 3
10 475.5900269 7
10 464.6097717 8
10 458.6100159 5
10 303.9888611 18
10 -nan 0
10 -nan 11
10 264.2826233 9
10 255.7378693 17
10 58.97358322 2
10 -38.09236908 1
10 -109.153717 4
10 -206.2425842 12
11 -nan 3
11 -nan 2
11 999.999939 11
11 346.0945129 0
11 312.2329712 14
11 -270.1712341 13
11 -nan 16
11 -290.3093262 17
11 -615.6700439 12
11 -nan 18
11 -811.9319458 15
11 -nan 4
11 430.7562256 1
11 194.8927002 7
11 -nan 10
11 -nan 8
11 -nan 9
11 -479.9099121 5
11 -nan 6
12 1000.000122 12
12 310.2112732 18
12 161.8071136 9
12 122.7397003 13
12 115.8789062 6
12 75.21725464 5
12 70.95809937 8
12 44.1230278 14
12 -6.055454254 0
12 -70.16698456 1
12 -84.55634308 3
12 -96.00508881 16
12 -97.63306427 4
12 -97.80535126 7
12 -168.5114594 17
12 -206.2425995 10
12 -233.5482635 2
12 -286.9033813 15
12 -615.6700439 11
13 1000 13
13 868.8939209 18
13 859.6815796 3
13 853.8544922 6
13 836.3932495 8
13 780.7359009 5
13 771.946228 9
13 761.6035767 16
13 757.8162231 10
13 625.8062744 7
13 468.8912354 17
13 254.7619324 0
13 244.6239319 14
13 122.7397003 12
13 121.7887726 1
13 114.4388428 15
13 -86.12818909 4
13 -95.12128448 2
13 -270.1712036 11
14 -nan 3
14 999.999939 14
14 312.2329712 11
14 244.6239624 13
14 52.98616409 1
14 44.12301636 12
14 32.50287247 16
14 -12.37160015 17
14 -nan 18
14 -20.342062 0
14 -50.4737587 15
14 -nan 6
14 -nan 8
14 -57.48473358 4
14 -217.1692963 2
14 -nan 9
14 -236.7445526 5
14 -269.0726624 7
14 -nan 10
15 -nan 3
15 999.999939 15
15 197.262085 7
15 114.4388428 13
15 -50.47373199 14
15 -87.4508667 0
15 -nan 18
15 -116.1832962 16
15 -143.4700928 17
15 -286.9034119 12
15 -811.9320068 11
15 161.3003998 1
15 -nan 6
15 -nan 8
15 102.7545776 2
15 -nan 9
15 -39.12348175 5
15 -115.4241638 4
15 -nan 10
16 999.9998779 16
16 -nan 11
16 889.1126099 18
16 875.0406494 6
16 873.6116333 3
16 865.8277588 9
16 854.0859375 8
16 833.2995605 10
16 825.4822998 5
16 761.6035767 13
16 667.6416626 7
16 488.9151917 17
16 154.7155762 2
16 110.5129318 4
16 32.50287628 14
16 -96.00510406 12
16 -116.1833344 15
16 -187.3673248 1
16 -191.7107239 0
17 1000.000061 17
17 488.9151917 16
17 468.8912354 13
17 411.4682922 6
17 335.3401184 3
17 311.0751953 18
17 299.7395325 7
17 267.2153015 5
17 256.0578613 8
17 255.7378693 10
17 103.3312149 9
17 47.53061676 2
17 11.12255287 0
17 -12.37159729 14
17 -13.50400448 1
17 -123.235199 4
17 -143.470108 15
17 -168.5114288 12
17 -290.3093262 11
18 -nan 15
18 -nan 14
18 -nan 11
18 -nan 0
18 1000.000122 18
18 889.1126099 16
18 868.8939819 13
18 751.7540283 6
18 650.5003052 5
18 549.8169556 3
18 522.2501221 7
18 492.3999634 9
18 479.8565369 8
18 311.0751953 17
18 310.2112732 12
18 303.9888916 10
18 -75.6960907 4
18 -89.67907715 2
18 -140.965271 1
